speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms
KCHI,annotated-13993_45847274-1,21391992,21392512,NA,1,NA,NA,NA,NA,SPEECH,21391909,21392511,1,NA,NA,SPEECH,21394164,21394319,1,NA,NA,250,SPEECH,21391909,SPEECH,21394319,NA,NA,NA
KCHI,annotated-13993_45847274-1,21397260,21398100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21399128,21401492,1,NA,NA,251,KCHI,21397260,SPEECH,21401492,NA,NA,NA
KCHI,annotated-13993_45847274-1,21408823,21411493,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21412519,21413493,1,NA,NA,252,SPEECH,21408703,KCHI,21416666,NA,NA,NA
KCHI,annotated-13993_45847274-1,21412576,21413329,NA,1,NA,NA,NA,NA,SPEECH,21408703,21411492,1,NA,NA,SPEECH,21414262,21416560,1,NA,NA,252,SPEECH,21408703,KCHI,21416666,NA,NA,NA
KCHI,annotated-13993_45847274-1,21414336,21416666,NA,1,NA,NA,NA,NA,SPEECH,21412519,21413493,1,NA,NA,NA,NA,NA,NA,NA,NA,252,SPEECH,21408703,KCHI,21416666,NA,NA,NA
KCHI,annotated-13993_45847274-1,21504992,21506906,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21508220,21510285,1,NA,NA,253,KCHI,21504992,SPEECH,21520993,NA,NA,NA
KCHI,annotated-13993_45847274-1,21508246,21510143,NA,1,NA,NA,NA,NA,SPEECH,21504992,21506960,1,NA,NA,SPEECH,21511654,21515491,1,NA,NA,253,KCHI,21504992,SPEECH,21520993,NA,NA,NA
KCHI,annotated-13993_45847274-1,21511762,21512010,NA,1,NA,NA,NA,NA,SPEECH,21508220,21510285,1,NA,NA,FEM,21511992,21513004,1,NA,NA,253,KCHI,21504992,SPEECH,21520993,NA,NA,NA
KCHI,annotated-13993_45847274-1,21513011,21515414,NA,1,NA,NA,NA,NA,FEM,21511992,21513004,1,NA,NA,SPEECH,21516936,21520993,1,NA,NA,253,KCHI,21504992,SPEECH,21520993,NA,NA,NA
KCHI,annotated-13993_45847274-1,21517647,21520803,NA,1,NA,NA,NA,NA,FEM,21516970,21517999,1,NA,NA,NA,NA,NA,NA,NA,NA,253,KCHI,21504992,SPEECH,21520993,NA,NA,NA
KCHI,annotated-13993_45847274-1,21523507,21523961,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21525608,21526701,1,NA,NA,254,KCHI,21523507,SPEECH,21526701,NA,NA,NA
KCHI,annotated-13993_45847274-1,21526514,21526683,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,KCHI,21523507,SPEECH,21526701,NA,NA,NA
KCHI,annotated-13993_45847274-1,21529025,21530011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21531290,21537011,1,NA,NA,255,SPEECH,21528992,SPEECH,21537011,NA,NA,NA
KCHI,annotated-13993_45847274-1,21531407,21532511,NA,2,NA,NA,21532954,21536992,SPEECH,21528992,21530290,1,NA,NA,NA,NA,NA,NA,NA,NA,255,SPEECH,21528992,SPEECH,21537011,NA,NA,NA
KCHI,annotated-13993_45847274-1,21532954,21536992,NA,2,21531407,21532511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,SPEECH,21528992,SPEECH,21537011,NA,NA,NA
KCHI,annotated-13993_45847274-1,21574580,21575365,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,21574580,21575365
KCHI,annotated-13993_45847274-1,21582043,21583682,NA,2,NA,NA,21584001,21590511,SPEECH,21579512,21581463,1,NA,NA,NA,NA,NA,NA,NA,NA,256,SPEECH,21579512,KCHI,21590511,NA,NA,NA
KCHI,annotated-13993_45847274-1,21584001,21590511,NA,2,21582043,21583682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,SPEECH,21579512,KCHI,21590511,NA,NA,NA
KCHI,annotated-13993_45847274-1,21593932,21594992,NA,2,NA,NA,21596315,21598011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,21593932,21598011
KCHI,annotated-13993_45847274-1,21596315,21598011,NA,2,21593932,21594992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,21593932,21598011
KCHI,annotated-13993_45847274-1,21600187,21601145,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21600284,21601492,1,NA,NA,257,KCHI,21600187,SPEECH,21601492,NA,NA,NA
KCHI,annotated-13993_45847274-1,21609511,21609783,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,21609511,21609783
KCHI,annotated-13993_45847274-1,21634992,21636011,NA,1,NA,NA,NA,NA,FEM,21631779,21634492,1,NA,NA,SPEECH,21637378,21640287,1,NA,NA,258,SPEECH,21631511,SPEECH,21644493,NA,NA,NA
KCHI,annotated-13993_45847274-1,21637493,21639641,NA,1,NA,NA,NA,NA,SPEECH,21631511,21636552,1,NA,NA,SPEECH,21640767,21644493,1,NA,NA,258,SPEECH,21631511,SPEECH,21644493,NA,NA,NA
KCHI,annotated-13993_45847274-1,21641497,21644273,NA,1,NA,NA,NA,NA,SPEECH,21637378,21640287,1,NA,NA,NA,NA,NA,NA,NA,NA,258,SPEECH,21631511,SPEECH,21644493,NA,NA,NA
KCHI,annotated-13993_45847274-1,21647517,21650492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,21651806,21652719,1,NA,NA,259,SPEECH,21647491,SPEECH,21669925,NA,NA,NA
KCHI,annotated-13993_45847274-1,21651805,21652699,NA,1,NA,NA,NA,NA,SPEECH,21647491,21650512,1,NA,NA,SPEECH,21654609,21668394,1,NA,NA,259,SPEECH,21647491,SPEECH,21669925,NA,NA,NA
KCHI,annotated-13993_45847274-1,21654653,21668011,NA,1,NA,NA,NA,NA,SPEECH,21651806,21652719,1,NA,NA,SPEECH,21668749,21669925,1,NA,NA,259,SPEECH,21647491,SPEECH,21669925,NA,NA,NA
KCHI,annotated-13993_45847274-1,21668887,21669910,NA,1,NA,NA,NA,NA,SPEECH,21654609,21668394,1,NA,NA,NA,NA,NA,NA,NA,NA,259,SPEECH,21647491,SPEECH,21669925,NA,NA,NA
KCHI,annotated-13993_45847274-1,21680843,21681557,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,21680843,21681557
KCHI,annotated-13993_45847274-1,21685992,21686512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,21686559,21687038,1,NA,NA,260,KCHI,21685992,FEM,21690884,NA,NA,NA
KCHI,annotated-13993_45847274-1,21686692,21686868,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,21687011,21687775,2,21689492,21690884,260,KCHI,21685992,FEM,21690884,NA,NA,NA
KCHI,annotated-13993_45847274-1,21699011,21699993,NA,1,NA,NA,NA,NA,MAL,21697511,21699455,1,NA,NA,MAL,21701042,21701854,3,21705216,21705358,261,MAL,21697511,MAL,21705358,NA,NA,NA
KCHI,annotated-13993_45847274-1,21747715,21748523,NA,1,NA,NA,NA,NA,FEM,21746367,21747493,5,21730992,21732604,FEM,21748897,21750806,2,21750999,21757492,262,FEM,21730992,FEM,21757492,NA,NA,NA
KCHI,annotated-13993_45847274-1,21767694,21768278,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,SPEECH,21759943,FEM,21773991,NA,NA,NA
KCHI,annotated-13993_45847274-1,21771693,21771992,NA,1,NA,NA,NA,NA,SPEECH,21766781,21770011,2,21759943,21764803,FEM,21773176,21773991,1,NA,NA,263,SPEECH,21759943,FEM,21773991,NA,NA,NA
KCHI,annotated-13993_45847274-1,21782993,21783212,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,21784992,21785492,1,NA,NA,264,KCHI,21782993,SPEECH,21790150,NA,NA,NA
KCHI,annotated-13993_45847274-1,21785237,21785510,NA,1,NA,NA,NA,NA,CHI,21784992,21785492,1,NA,NA,SPEECH,21787491,21790150,1,NA,NA,264,KCHI,21782993,SPEECH,21790150,NA,NA,NA
KCHI,annotated-13993_45847274-1,21792623,21793011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,21792623,21793011
KCHI,annotated-13993_45847274-1,21807336,21809650,NA,3,NA,NA,21810300,21810427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,21807336,21810427
KCHI,annotated-13993_45847274-1,21809863,21810103,NA,3,21807336,21809650,21810300,21810427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,21807336,21810427
KCHI,annotated-13993_45847274-1,21810300,21810427,NA,3,21807336,21809650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,21807336,21810427
KCHI,annotated-13993_45847274-1,21814512,21814637,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,SPEECH,21813992,FEM,21844992,NA,NA,NA
KCHI,annotated-13993_45847274-1,21826385,21827455,NA,1,NA,NA,NA,NA,SPEECH,21823803,21825492,3,21813992,21815737,FEM,21826992,21835689,1,NA,NA,265,SPEECH,21813992,FEM,21844992,NA,NA,NA
KCHI,annotated-13993_45847274-1,21835492,21836054,NA,1,NA,NA,NA,NA,FEM,21826992,21835689,1,NA,NA,FEM,21835956,21839680,2,21840481,21844992,265,SPEECH,21813992,FEM,21844992,NA,NA,NA
KCHI,annotated-13993_45847274-1,21848090,21849011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,21849279,21849402,3,21849868,21850854,266,KCHI,21848090,FEM,21858557,NA,NA,NA
KCHI,annotated-13993_45847274-1,21853010,21854492,NA,1,NA,NA,NA,NA,FEM,21849391,21853343,1,NA,NA,FEM,21854991,21858557,1,NA,NA,266,KCHI,21848090,FEM,21858557,NA,NA,NA
KCHI,annotated-13993_45847274-1,21874251,21875059,NA,1,NA,NA,NA,NA,SPEECH,21867347,21873145,2,21863378,21865906,FEM,21875498,21879013,2,21880425,21884213,267,SPEECH,21863378,FEM,21884213,NA,NA,NA
KCHI,annotated-13993_45847274-1,21889268,21889676,NA,1,NA,NA,NA,NA,CHI,21887553,21889011,1,NA,NA,MAL,21891052,21892061,1,NA,NA,268,CHI,21887553,MAL,21892061,NA,NA,NA
KCHI,annotated-13993_45847274-1,21937318,21937492,NA,1,NA,NA,NA,NA,FEM,21924991,21935492,3,21916492,21917621,FEM,21939429,21944966,1,NA,NA,269,FEM,21916492,FEM,21944966,NA,NA,NA
KCHI,annotated-13993_45847274-1,21938492,21939456,NA,3,NA,NA,21940411,21940892,FEM,21936511,21938895,1,NA,NA,NA,NA,NA,NA,NA,NA,269,FEM,21916492,FEM,21944966,NA,NA,NA
KCHI,annotated-13993_45847274-1,21940111,21940222,NA,3,21938492,21939456,21940411,21940892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,FEM,21916492,FEM,21944966,NA,NA,NA
KCHI,annotated-13993_45847274-1,21940411,21940892,NA,3,21938492,21939456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,FEM,21916492,FEM,21944966,NA,NA,NA
KCHI,annotated-13993_45847274-1,21964098,21964540,NA,1,NA,NA,NA,NA,FEM,21961307,21964280,3,21947993,21952492,CHI,21964287,21964564,1,NA,NA,270,FEM,21947993,KCHI,21988525,NA,NA,NA
KCHI,annotated-13993_45847274-1,21965303,21965504,NA,1,NA,NA,NA,NA,CHI,21964287,21964564,1,NA,NA,NA,NA,NA,NA,NA,NA,270,FEM,21947993,KCHI,21988525,NA,NA,NA
KCHI,annotated-13993_45847274-1,21987755,21988525,NA,1,NA,NA,NA,NA,FEM,21981993,21986478,6,21964529,21966520,NA,NA,NA,NA,NA,NA,270,FEM,21947993,KCHI,21988525,NA,NA,NA
KCHI,annotated-13993_45847274-1,21995656,21995992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,21995656,21995992
KCHI,annotated-13993_45847274-1,22042945,22044553,NA,1,NA,NA,NA,NA,SPEECH,22041475,22042626,1,NA,NA,FEM,22045011,22048492,1,NA,NA,271,SPEECH,22041475,FEM,22048492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22055406,22056493,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,22057498,22059493,1,NA,NA,272,SPEECH,22055174,SPEECH,22059493,NA,NA,NA
KCHI,annotated-13993_45847274-1,22058026,22058492,NA,1,NA,NA,NA,NA,SPEECH,22055174,22056905,1,NA,NA,FEM,22058344,22059012,1,NA,NA,272,SPEECH,22055174,SPEECH,22059493,NA,NA,NA
KCHI,annotated-13993_45847274-1,22075009,22076492,NA,1,NA,NA,NA,NA,SPEECH,22070823,22073012,1,NA,NA,FEM,22076867,22079992,1,NA,NA,273,SPEECH,22070823,FEM,22079992,NA,NA,NA
KCHI,annotated-13993_45847274-1,22101491,22103673,NA,1,NA,NA,NA,NA,FEM,22097306,22101904,1,NA,NA,NA,NA,NA,NA,NA,NA,274,SPEECH,22097294,FEM,22110289,NA,NA,NA
KCHI,annotated-13993_45847274-1,22105803,22106670,NA,1,NA,NA,NA,NA,SPEECH,22097294,22103992,1,NA,NA,FEM,22106652,22110289,1,NA,NA,274,SPEECH,22097294,FEM,22110289,NA,NA,NA
KCHI,annotated-13993_45847274-1,22113010,22115011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,22114409,22116010,1,NA,NA,275,SPEECH,22112992,SPEECH,22139573,NA,NA,NA
KCHI,annotated-13993_45847274-1,22125005,22125972,NA,1,NA,NA,NA,NA,MAL,22124013,22124968,1,NA,NA,SPEECH,22127492,22137010,2,22138512,22139573,275,SPEECH,22112992,SPEECH,22139573,NA,NA,NA
KCHI,annotated-13993_45847274-1,22127651,22128372,NA,1,NA,NA,NA,NA,SPEECH,22124011,22125992,3,22112992,22116492,FEM,22127820,22128407,2,22128873,22136693,275,SPEECH,22112992,SPEECH,22139573,NA,NA,NA
KCHI,annotated-13993_45847274-1,22136088,22136289,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,SPEECH,22112992,SPEECH,22139573,NA,NA,NA
KCHI,annotated-13993_45847274-1,22153704,22154511,NA,1,NA,NA,NA,NA,FEM,22152066,22153748,2,22147012,22151649,FEM,22154826,22155123,3,22155992,22162293,276,FEM,22147012,KCHI,22162612,NA,NA,NA
KCHI,annotated-13993_45847274-1,22162015,22162612,NA,1,NA,NA,NA,NA,FEM,22155992,22162293,3,22154826,22155123,NA,NA,NA,NA,NA,NA,276,FEM,22147012,KCHI,22162612,NA,NA,NA
KCHI,annotated-13993_45847274-1,22176992,22178011,NA,1,NA,NA,NA,NA,FEM,22174346,22176511,1,NA,NA,NA,NA,NA,NA,NA,NA,277,FEM,22174346,KCHI,22178011,NA,NA,NA
KCHI,annotated-13993_45847274-1,22197989,22200492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,22202367,22203391,1,NA,NA,278,KCHI,22197989,SPEECH,22203391,NA,NA,NA
KCHI,annotated-13993_45847274-1,22209512,22209912,NA,1,NA,NA,NA,NA,FEM,22209172,22209511,1,NA,NA,NA,NA,NA,NA,NA,NA,279,FEM,22209172,KCHI,22209912,NA,NA,NA
KCHI,annotated-13993_45847274-1,22214947,22216410,NA,2,NA,NA,22216945,22218511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,22214947,22218511
KCHI,annotated-13993_45847274-1,22216945,22218511,NA,2,22214947,22216410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,22214947,22218511
KCHI,annotated-13993_45847274-1,22225232,22226511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,22226604,22228599,1,NA,NA,280,SPEECH,22225210,KCHI,22244091,NA,NA,NA
KCHI,annotated-13993_45847274-1,22229551,22232880,NA,1,NA,NA,NA,NA,SPEECH,22225210,22228764,1,NA,NA,FEM,22232492,22234510,2,22236373,22240492,280,SPEECH,22225210,KCHI,22244091,NA,NA,NA
KCHI,annotated-13993_45847274-1,22237917,22238108,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,SPEECH,22225210,KCHI,22244091,NA,NA,NA
KCHI,annotated-13993_45847274-1,22239993,22241625,NA,1,NA,NA,NA,NA,FEM,22236373,22240492,2,22232492,22234510,FEM,22241849,22243012,1,NA,NA,280,SPEECH,22225210,KCHI,22244091,NA,NA,NA
KCHI,annotated-13993_45847274-1,22242992,22244091,NA,1,NA,NA,NA,NA,FEM,22241849,22243012,1,NA,NA,NA,NA,NA,NA,NA,NA,280,SPEECH,22225210,KCHI,22244091,NA,NA,NA
KCHI,annotated-13993_45847274-1,22246584,22250074,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,22251512,22255039,2,22256206,22257492,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22250207,22251989,NA,3,NA,NA,22253768,22264951,FEM,22248511,22248808,1,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22253010,22253459,NA,3,22250207,22251989,22253768,22264951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22253768,22264951,NA,3,22250207,22251989,NA,NA,NA,NA,NA,NA,NA,NA,FEM,22266011,22273598,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22270012,22270221,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22273390,22274492,NA,1,NA,NA,NA,NA,FEM,22266011,22273598,1,NA,NA,FEM,22274173,22276991,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22276510,22278616,NA,1,NA,NA,NA,NA,FEM,22274173,22276991,1,NA,NA,CHI,22277803,22279480,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22282300,22284018,NA,1,NA,NA,NA,NA,FEM,22278491,22282492,1,NA,NA,FEM,22284011,22286390,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22286195,22287238,NA,1,NA,NA,NA,NA,FEM,22284011,22286390,1,NA,NA,SPEECH,22287634,22287867,3,22303556,22325423,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22294717,22297493,NA,1,NA,NA,NA,NA,FEM,22292719,22294992,2,22288011,22292306,FEM,22296511,22299980,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22300463,22301000,NA,1,NA,NA,NA,NA,FEM,22296511,22299980,1,NA,NA,FEM,22300974,22302699,2,22303765,22306269,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22306106,22308141,NA,1,NA,NA,NA,NA,FEM,22303765,22306269,2,22300974,22302699,FEM,22308070,22311788,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22309300,22309492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22311664,22313618,NA,1,NA,NA,NA,NA,FEM,22308070,22311788,1,NA,NA,FEM,22313688,22322993,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22315492,22315595,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22324012,22325153,NA,1,NA,NA,NA,NA,CHI,22322714,22324992,1,NA,NA,SPEECH,22325848,22331493,3,22406011,22408492,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22328249,22329476,NA,1,NA,NA,NA,NA,FEM,22326511,22328134,1,NA,NA,FEM,22329624,22331492,2,22332512,22336835,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22336602,22340536,NA,1,NA,NA,NA,NA,FEM,22332512,22336835,2,22329624,22331492,FEM,22341012,22348992,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22348896,22352870,NA,1,NA,NA,NA,NA,FEM,22341012,22348992,1,NA,NA,FEM,22352993,22363444,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22356992,22357535,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,22358253,22359989,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22363363,22364370,NA,1,NA,NA,NA,NA,CHI,22363351,22364011,1,NA,NA,FEM,22364492,22372492,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22368201,22369321,NA,1,NA,NA,NA,NA,CHI,22366699,22366878,2,22366425,22366528,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22372713,22373628,NA,1,NA,NA,NA,NA,FEM,22364492,22372492,1,NA,NA,FEM,22373575,22401798,1,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22378493,22378896,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22402263,22402492,NA,1,NA,NA,NA,NA,FEM,22373575,22401798,1,NA,NA,NA,NA,NA,NA,NA,NA,281,KCHI,22246584,SPEECH,22408492,NA,NA,NA
KCHI,annotated-13993_45847274-1,22417702,22419492,NA,1,NA,NA,NA,NA,FEM,22415800,22417212,1,NA,NA,FEM,22419011,22426217,1,NA,NA,282,FEM,22415800,FEM,22426217,NA,NA,NA
KCHI,annotated-13993_45847274-1,22433698,22433904,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,22433698,22433904
KCHI,annotated-13993_45847274-1,22440908,22442493,NA,1,NA,NA,NA,NA,SPEECH,22436511,22439511,1,NA,NA,SPEECH,22444012,22446668,1,NA,NA,283,SPEECH,22436511,SPEECH,22446668,NA,NA,NA
KCHI,annotated-13993_45847274-1,22554909,22555545,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,22554909,22555545
KCHI,annotated-13993_45847274-1,26220011,26220352,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,26220286,26220512,1,NA,NA,284,KCHI,26220011,CHI,26220512,NA,NA,NA
KCHI,annotated-13993_45847274-1,26226534,26227300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,26226534,26227300
KCHI,annotated-13993_45847274-1,27895347,27898594,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,27895347,27898594
KCHI,annotated-13993_45847274-1,28466512,28468112,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,28466512,28468112
KCHI,annotated-13993_45847274-1,29036564,29036832,NA,1,NA,NA,NA,NA,SPEECH,29034781,29035458,1,NA,NA,SPEECH,29038075,29040512,1,NA,NA,285,SPEECH,29034781,SPEECH,29043492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29039025,29039376,NA,1,NA,NA,NA,NA,SPEECH,29036308,29037142,1,NA,NA,NA,NA,NA,NA,NA,NA,285,SPEECH,29034781,SPEECH,29043492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29042493,29043376,NA,1,NA,NA,NA,NA,SPEECH,29038075,29040512,1,NA,NA,SPEECH,29042493,29043492,1,NA,NA,285,SPEECH,29034781,SPEECH,29043492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29051492,29055220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,29051492,29055220
KCHI,annotated-13993_45847274-1,29058711,29059793,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,29059493,29060512,1,NA,NA,286,SPEECH,29058607,KCHI,29073492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29060470,29061643,NA,1,NA,NA,NA,NA,CHI,29059493,29060512,1,NA,NA,SPEECH,29063003,29067034,1,NA,NA,286,SPEECH,29058607,KCHI,29073492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29063070,29066992,NA,1,NA,NA,NA,NA,SPEECH,29058607,29062011,1,NA,NA,SPEECH,29068991,29071335,1,NA,NA,286,SPEECH,29058607,KCHI,29073492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29068991,29070574,NA,1,NA,NA,NA,NA,SPEECH,29063003,29067034,1,NA,NA,NA,NA,NA,NA,NA,NA,286,SPEECH,29058607,KCHI,29073492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29072837,29073492,NA,1,NA,NA,NA,NA,SPEECH,29068991,29071335,1,NA,NA,NA,NA,NA,NA,NA,NA,286,SPEECH,29058607,KCHI,29073492,NA,NA,NA
KCHI,annotated-13993_45847274-1,29087713,29088012,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,29087713,29088012
